"id";"usuario_id";"prefijo";"pais";"flag";"descripcion";"llamadas";"segundos";"llamadas_cuenta";"segundos_cuenta";"llamadas_actual";"segundos_actual";"t1";"t2";"t3";"t4";"estado";"accion"
"223";"1";"1";"US";"flag-us";"Estados Unidos";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"224";"1";"502";"GT";"flag-gt";"Actualizado 28/05/2020";"60";"13020";"60";"13020";"0";"0";"0";"0";"0";"0";"A";"N"
"225";"1";"505";"NI";"flag-ni";"Actualizado 28/05/2020";"9";"2400";"9";"2400";"0";"0";"0";"0";"0";"0";"A";"N"
"226";"1";"506";"CR";"flag-cr";"Creación: 2020-05-28 13:11:30";"1000";"100000";"1000";"100000";"0";"0";"0";"0";"0";"0";"A";"I"
"227";"1";"52";"MX";"flag-mx";"Actualizado 08-07-2017";"75";"15000";"75";"15000";"0";"0";"0";"0";"0";"0";"A";"N"
"228";"1";"58";"VE";"flag-ve";"Creación: 2017-06-01 01:25:11";"40";"5500";"40";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"229";"1";"82";"KR";"flag-kr";"Creación: 2017-10-29 13:50:20";"4";"3600";"5";"300";"0";"0";"0";"0";"0";"0";"A";"B"
"546";"1";"1203";"US";"flag-us";"Creación: 2017-04-27 14:27:17";"25";"10000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"N"
"545";"1";"1419";"US";"flag-us";"Creación: 2017-04-27 14:11:43";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"231";"1";"507";"PA";"flag-pa";"Creación: 2017-05-31 23:10:18";"300";"8000";"300";"8000";"0";"0";"0";"0";"0";"0";"A";"I"
"232";"1";"54";"AR";;;"40";"7000";"30";"60";"0";"0";"0";"0";"0";"0";"A";"N"
"506";"1";"1809";"DO";"flag-do";"Creación: 2017-04-26 16:58:03";"500";"20000";"500";"20000";"0";"0";"0";"0";"0";"0";"A";"N"
"234";"1";"34";"ES";"flag-es";"Creación: 2017-05-31 23:05:07";"300";"3600";"300";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"235";"1";"57";"CO";"flag-co";"Creación: 2017-05-31 22:55:09";"60";"15000";"60";"15000";"0";"0";"0";"0";"0";"0";"A";"I"
"236";"1";"55";"BR";"flag-br";"Creación: 2016-05-12 13:45:44";"30";"17500";"9";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"237";"1";"503";"SV";;;"50";"2000";"50";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"238";"1";"39";"IT";"flag-it";"Creación: 2017-07-22 17:10:13";"15";"3600";"10";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"239";"1";"598";"UY";"flag-uy";"Creación: 2016-05-10 13:45:44";"25";"3200";"15";"3200";"0";"0";"0";"0";"0";"0";"A";"N"
"240";"1";"51";"PE";"flag-pe";"Creación: 2017-07-24 18:45:28";"800";"15000";"800";"15000";"0";"0";"0";"0";"0";"0";"A";"N"
"241";"1";"44";"GB";"flag-gb";"Creación: 2017-06-01 17:20:18";"15";"100";"15";"100";"0";"0";"0";"0";"0";"0";"A";"N"
"550";"2";"1669";"US";"flag-us";"Creación: 2017-09-19 16:28:13";"25";"12000";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"243";"1";"56";"CL";"flag-cl";"Creación: 2017-05-31 22:55:06";"25";"6500";"25";"6500";"0";"0";"0";"0";"0";"0";"A";"I"
"244";"1";"53";"CU";"flag-cu";"Creación: 2017-07-29 19:50:20";"1";"15";"1";"15";"0";"0";"0";"0";"0";"0";"A";"N"
"245";"1";"49";"DE";"flag-de";"Creación: 2016-05-10 16:16:20";"25";"8000";"15";"8000";"0";"0";"0";"0";"0";"0";"A";"N"
"504";"2";"1786";"US";"flag-us";"Creación: 2017-06-01 01:20:06";"200";"20000";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"247";"1";"800";"800 FREE INTERNACIONAL";"flag-800 f";"Creación: 2016-05-10 16:31:15";"25";"10000";"15";"10000";"0";"0";"0";"0";"0";"0";"A";"N"
"248";"1";"504";"HN";"flag-hn";"Creación: 2017-05-31 23:10:13";"10";"4000";"10";"4000";"0";"0";"0";"0";"0";"0";"A";"N"
"249";"1";"595";"PY";"flag-py";"Creación: 2016-05-10 18:01:57";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"250";"1";"593";"EC";"flag-ec";"Creación: 2017-06-01 01:30:15";"25";"4000";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"251";"1";"61";"AU";"flag-austr";"Creación: 2016-05-11 03:00:39";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"252";"1";"33";"FR";"flag-fr";"Creación: 2016-05-31 14:31:51";"15";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"253";"2";"1";"US";"flag-us";"Estados Unidos";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"254";"2";"507";"PA";"flag-pa";"Creación: 2017-05-31 23:10:18";"300";"8000";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"255";"2";"52";"MX";"flag-mx";"Actualizado 08-07-2017";"75";"15000";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"256";"2";"58";"VE";"flag-ve";"Creación: 2017-06-01 01:25:11";"40";"5500";"15";"3000";"0";"0";"0";"0";"0";"0";"A";"I"
"258";"2";"504";"HN";"flag-hn";"Creación: 2017-05-31 23:10:13";"10";"4000";"10";"4000";"0";"0";"0";"0";"0";"0";"A";"N"
"259";"2";"39";"IT";"flag-it";"Creación: 2017-07-22 17:10:13";"15";"3600";"10";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"260";"2";"503";"SV";"flag-sv";"Creación: 2017-05-31 23:10:10";"5000";"100000";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"261";"2";"505";"NI";"flag-ni";"Actualizado 28/05/2020";"9";"2400";"9";"2400";"0";"0";"0";"0";"0";"0";"A";"N"
"262";"1";"501";"BZ";"flag-bz";"Actualizado 28/05/2020";"100";"5000";"100";"5000";"0";"0";"0";"0";"0";"0";"A";"N"
"263";"2";"57";"CO";"flag-co";"Creación: 2017-05-31 22:55:09";"60";"15000";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"264";"2";"55";"BR";"flag-br";"Creación: 2016-05-12 13:45:44";"30";"17500";"9";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"265";"1";"41";"PE";"flag-pe";"Creación: 2016-05-12 14:31:13";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"266";"1";"32";"BL";"flag-bl";"Creación: 2016-05-12 15:31:35";"40";"7200";"40";"7200";"0";"0";"0";"0";"0";"0";"A";"N"
"267";"2";"598";"UY";"flag-uy";"Creación: 2016-05-10 13:45:44";"25";"3200";"15";"3200";"0";"0";"0";"0";"0";"0";"A";"N"
"510";"1";"1949";"US";"flag-us";"Creación: 2017-04-26 17:22:58";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"269";"2";"90";"TR";"flag-tr";"Creación: 2018-06-02 20:00:37";"10";"3600";"5";"200";"0";"0";"0";"0";"0";"0";"A";"N"
"270";"2";"53";"CU";"flag-cu";"Creación: 2017-07-29 19:50:20";"1";"15";"5";"150";"0";"0";"0";"0";"0";"0";"A";"N"
"271";"2";"502";"GT";"flag-gt";"Actualizado 28/05/2020";"60";"13020";"20";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"272";"2";"7";"KZ";"flag-kz";"Creación: 2016-07-26 17:02:41";"30";"3600";"15";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"273";"1";"972";"IL";"flag-il";"Creación: 2017-10-18 12:45:18";"10";"4500";"10";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"275";"2";"43";"AU";"flag-austr";"Creación: 2016-05-14 16:46:14";"10";"5500";"5";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"276";"1";"971";"AE";"flag-ae";"Creación: 2016-05-14 19:01:12";"5";"3600";"5";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"277";"2";"34";"ES";"flag-es";"Creación: 2017-05-31 23:05:07";"300";"3600";"20";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"278";"1";"91";"IN";"flag-in";"Creación: 2016-05-17 22:01:40";"9";"3600";"9";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"509";"1";"1441";"BM";"flag-bm";"Creación: 2017-04-26 17:22:54";"15";"5000";"15";"5000";"0";"0";"0";"0";"0";"0";"A";"N"
"508";"1";"1321";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 17:22:53";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"279";"1";"852";"HK";"flag-hk ";"Creación: 2016-05-17 22:31:49";"25";"700";"15";"700";"0";"0";"0";"0";"0";"0";"A";"N"
"543";"2";"1510";"US";"flag-us";"Creación: 2017-04-27 20:43:45";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"287";"1";"31";"NL";"flag-nl";"Creación: 2017-05-31 23:00:06";"15";"3600";"5";"600";"0";"0";"0";"0";"0";"0";"A";"N"
"284";"1";"1246";"BB";"flag-bb";"Creacion manual";"15";"3600";"15";"800";"0";"0";"0";"0";"0";"0";"A";"N"
"285";"1";"1876";"JM";"flag-jm";"Creacion manual";"65";"9000";"65";"9000";"0";"0";"0";"0";"0";"0";"A";"N"
"288";"2";"599";"AN";"flag-an";"Solicitado por Nissim";"10";"3000";"10";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"286";"2";"54";"AR";"flag-ar";"Creación: 2017-06-01 16:20:40";"40";"7000";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"289";"2";"49";"DE";"flag-de";"Creación: 2016-05-10 16:16:20";"25";"8000";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"5694";"5";"1331";"US";"flag-us";;"25";"5000";"15";"5000";"0";"0";NULL;NULL;NULL;NULL;"A";"N"
"303";"2";"45";"DK";"flag-dk";"Creación: 2016-06-03 16:01:57";"25";"3600";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"293";"1";"352";"LU";"flag-lu";"Creación: 2016-05-23 13:45:46";"25";"6000";"25";"6000";"0";"0";"0";"0";"0";"0";"A";"N"
"507";"2";"1613";"CA";"flag-ca";"Creación: 2017-06-02 15:30:13";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"291";"1";"1345";"KY";"flag-ky";;"4";"1000";"4";"1000";"0";"0";"0";"0";"0";"0";"A";"I"
"294";"2";"51";"PE";"flag-pe";"Creación: 2017-07-24 18:45:28";"800";"15000";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"296";"2";"33";"FR";"flag-fr";"Creación: 2016-05-31 14:31:51";"15";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"299";"1";"353";"IE";"flag-ie";"Creación: 2016-06-02 15:16:49";"25";"1200";"15";"1200";"0";"0";"0";"0";"0";"0";"A";"N"
"295";"1";"591";"BO";"flag-bo";"Creación: 2017-08-09 00:25:41";"8";"7200";"8";"7200";"0";"0";"0";"0";"0";"0";"A";"N"
"298";"2";"593";"EC";"flag-ec";"Creación: 2017-06-01 01:30:15";"25";"4000";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"297";"2";"353";"IE";"flag-ie";"Creación: 2016-06-02 15:16:49";"25";"1200";"15";"1200";"0";"0";"0";"0";"0";"0";"A";"N"
"306";"1";"297";"AW
";"flag-aw";"Creación: 2016-06-08 00:46:14";"200";"7200";"200";"7200";"0";"0";"0";"0";"0";"0";"A";"N"
"301";"1";"45";"DK";"flag-dk";"Creación: 2016-06-03 16:01:57";"25";"3600";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"300";"2";"44";"GB";"flag-gb";"Creación: 2017-06-01 17:20:18";"200";"40000";"10";"1500";"0";"0";"0";"0";"0";"0";"A";"N"
"302";"2";"56";"CL";"flag-cl";"Creación: 2017-05-31 22:55:06";"25";"6500";"25";"6500";"0";"0";"0";"0";"0";"0";"A";"I"
"304";"1";"20";"EG";"flag-eg";"EGIPTO";"7";"3000";"15";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"505";"1";"1215";"US";"flag-us";"Creación: 2017-04-26 16:28:13";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"305";"1";"86";"CHINA";"flag-china";"Creación: 2016-06-08 00:16:28";"50";"5000";"50";"1000";"0";"0";"0";"0";"0";"0";"A";"N"
"528";"1";"1915";"US";"flag-us";"Creación: 2017-06-01 20:35:17";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"308";"1";"995";"GE";"flag-ge";"Creación: 2016-06-10 05:00:18";"25";"1000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"N"
"527";"1";"1250";"CA";"flag-ca";"Creación: 2017-04-26 21:18:11";"50";"3600";"50";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"312";"1";"374";"AM";"flag-am";"Creación: 2016-06-15 15:46:46";"25";"300";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"310";"1";"40";"RO";"flag-ro";"Creación: 2016-06-13 18:01:46";"25";"1200";"15";"1200";"0";"0";"0";"0";"0";"0";"A";"N"
"526";"1";"1831";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 21:13:11";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"313";"2";"41";"PE";"flag-pe";"Creación: 2016-05-12 14:31:13";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"502";"1";"1408";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 16:13:04";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"503";"1";"1571";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 16:13:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"317";"2";"86";"CHINA";"flag-china";"Creación: 2016-06-08 00:16:28";"50";"5000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"N"
"319";"2";"27";"ZA";"flag-za";"Creación: 2017-07-25 06:20:13";"10";"3600";"5";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"328";"1";"509";"HT";"flag-ht";"Creación: 2016-07-28 09:00:19";"6";"3600";"6";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"322";"1";"48";"PL";"flag-pl";"Creación: 2016-07-08 19:47:03";"25";"1500";"15";"1500";"0";"0";"0";"0";"0";"0";"A";"N"
"321";"2";"31";"NL";"flag-nl";"Creación: 2017-05-31 23:00:06";"15";"3600";"5";"600";"0";"0";"0";"0";"0";"0";"A";"N"
"525";"1";"1862";"US";"flag-us";"Creación: 2017-06-30 21:10:19";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"547";"2";"1905";"US";"flag-us";"Creación: 2017-04-25 14:06:33";"30";"10000";"25";"3000";"0";"0";"0";"0";"0";"0";"A";"I"
"524";"1";"1242";"BA";"flag-ba";"Creación: 2017-04-26 20:37:48";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"326";"1";"7";"KZ";"flag-kz";"Creación: 2016-07-26 17:02:41";"30";"3600";"30";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"332";"1";"224";"GN";"flag-gn";"Creación: 2016-09-14 23:36:44";"25";"900";"15";"900";"0";"0";"0";"0";"0";"0";"A";"I"
"552";"1";"1424";"US";"flag-us";"Creación: 2017-04-27 15:47:52";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"501";"1";"1605";"US";"flag-us";"Creación: 2017-04-26 16:08:01";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"500";"2";"1617";"US";"flag-us";"Creación: 2017-04-25 22:37:50";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"551";"2";"1316";"US";"flag-us";"Creación: 2017-09-27 17:47:05";"25";"7000";"15";"7000";"0";"0";"0";"0";"0";"0";"A";"I"
"498";"1";"1718";"US";"flag-us";"Creación: 2017-04-26 15:48:25";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"544";"2";"1450";"CA";"flag-ca";"Creaci&oacute;n: 2017-04-27 13:05:06";"25";"300";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"338";"1";"882";"International networks, shared code";"flag-inter";"Creación: 2016-09-14 23:36:48";"25";"1000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"N"
"341";"2";"61";"AU";"flag-austr";"Creación: 2016-05-11 03:00:39";"25";"3600";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"523";"2";"1813";"US";"flag-us";"Creación: 2017-04-25 14:27:35";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"522";"1";"1512";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 19:27:48";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"345";"1";"27";"ZA";"flag-za";"Creación: 2017-07-25 06:20:13";"10";"3600";"5";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"521";"2";"1647";"CA";"flag-ca";"Creación: 2017-04-28 18:27:48";"25";"4500";"15";"4500";"0";"0";"0";"0";"0";"0";"A";"I"
"520";"2";"1908";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 19:10:08";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"556";"2";"1712";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 16:05:11";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"519";"2";"1646";"US";"flag-us";"Creación: 2017-04-25 22:42:46";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"348";"1";"216";"TU";"flag-tu";"Creación: 2016-10-10 23:47:14";"25";"300";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"497";"2";"1618";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 15:45:07";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"346";"1";"965";"ES";"flag-es";"Creación: 2016-10-10 21:33:30";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"518";"2";"1626";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 18:50:06";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"496";"1";"1855";"US";"flag-us";"Creación: 2017-04-26 15:43:27";"25";"10000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"I"
"360";"1";"599";"AN";"flag-an";"Solicitado por Nissim";"10";"3000";"10";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"359";"1";"592";"GY";"flag-gy";"Solicitado por Nissim";"8";"3000";"8";"3000";"0";"0";"0";"0";"0";"0";"A";"N"
"559";"1";"1226";"CA";"flag-ca";"Creación: 2017-04-27 16:47:42";"25";"1300";"15";"1300";"0";"0";"0";"0";"0";"0";"A";"I"
"517";"2";"1404";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 18:45:08";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"548";"2";"1801";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 14:50:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"364";"2";"211";"SD";"flag-sd";"Creaci&oacute;n: 2017-01-07 19:37:10";"25";"300";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"516";"2";"1303";"US";"flag-us";"Creación: 2017-04-27 15:52:46";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"592";"2";"1818";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 21:25:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"515";"2";"1760";"US";"flag-us";"Creación: 2017-04-28 21:57:49";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"367";"1";"95";"MM";"flag-mm";"Creación: 2017-01-27 22:03:51";"5";"500";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"366";"1";"380";"UA";"flag-ua";"Creación: 2017-01-27 18:38:13";"25";"1500";"15";"1500";"0";"0";"0";"0";"0";"0";"A";"N"
"365";"2";"380";"UA";"flag-ua";"Creación: 2017-01-27 18:38:13";"25";"1500";"15";"1500";"0";"0";"0";"0";"0";"0";"A";"N"
"514";"1";"1763";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 18:17:39";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"560";"2";"1702";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 16:50:06";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"554";"2";"1215";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 15:55:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"513";"2";"1954";"US";"flag-us";"Creación: 2017-04-25 13:51:31";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"512";"1";"1845";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 17:28:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"542";"2";"1919";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 12:30:04";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"494";"1";"1484";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 15:23:16";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"495";"1";"1972";"US";"flag-us";"Creación: 2017-04-26 15:38:19";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"410";"1";"1765";"US";"flag-us";"Creaci&oacute;n: 2017-04-25 13:00:48";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"488";"2";"1855";"US";"flag-us";"Creación: 2017-04-26 15:43:27";"25";"10000";"15";"1000";"0";"0";"0";"0";"0";"0";"A";"I"
"499";"2";"1514";"CA";"flag-ca";"Creación: 2017-04-27 18:53:21";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"490";"2";"1416";"CA";"flag-ca";"Creación: 2017-06-01 02:40:06";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"487";"1";"1857";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 14:22:33";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"491";"2";"1866";"US";"flag-us";"Creación: 2017-06-01 18:05:18";"25";"15000";"15";"1600";"0";"0";"0";"0";"0";"0";"A";"N"
"492";"2";"1305";"US";"flag-us";"Creación: 2017-06-01 01:10:05";"25";"10000";"25";"2000";"0";"0";"0";"0";"0";"0";"A";"N"
"485";"2";"1402";"US";"flag-us";"Creación: 2017-04-30 15:51:01";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"408";"1";"1917";"US";"flag-us";"Creación: 2017-04-25 12:35:43";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"511";"2";"1403";"CA";"flag-ca";"Creación: 2017-06-28 22:00:14";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"486";"1";"1780";"CA";"flag-ca";"Creación: 2017-04-26 14:17:13";"25";"3600";"25";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"466";"1";"1416";"CA";"flag-ca";"Creación: 2017-06-01 02:40:06";"25";"3600";"35";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"409";"1";"1904";"US";"flag-us";"Creación: 2017-04-25 12:40:45";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"493";"1";"1868";"TT";"flag-tt";"Creación: 2017-07-26 20:05:17";"100";"3600";"100";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"407";"1";"1724";"US";"flag-us";"Creaci&oacute;n: 2017-04-25 12:05:36";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"412";"1";"1772";"US";"flag-us";"Creación: 2017-06-05 13:05:06";"200";"20000";"200";"20000";"0";"0";"0";"0";"0";"0";"A";"N"
"411";"1";"1302";"US";"flag-us";"Creación: 2017-04-25 13:05:49";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"413";"1";"1305";"US";"flag-us";"Creación: 2017-06-01 01:10:05";"25";"10000";"25";"10000";"0";"0";"0";"0";"0";"0";"A";"I"
"414";"1";"1954";"US";"flag-us";"Creación: 2017-04-25 13:51:31";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"415";"1";"1630";"US";"flag-us";"Creaci&oacute;n: 2017-04-25 13:56:31";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"416";"1";"1866";"US";"flag-us";"Creación: 2017-06-01 18:05:18";"25";"15000";"15";"15000";"0";"0";"0";"0";"0";"0";"A";"I"
"417";"1";"1905";"US";"flag-us";"Creación: 2017-04-25 14:06:33";"30";"10000";"30";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"418";"1";"1519";"CA";"flag-ca";"Creación: 2017-06-21 17:50:11";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"N"
"484";"2";"1845";"US";"flag-us";"Creaci&oacute;n: 2017-04-26 14:00:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"420";"1";"1561";"US";"flag-us";"Creación: 2017-04-25 14:22:10";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"N"
"421";"1";"1281";"US";"flag-us";"Creaci&oacute;n: 2017-04-25 14:27:22";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"422";"1";"1787";"PR";;"Creación: 2017-06-01 19:25:08";"150";"10000";"150";"10000";"0";"0";"0";"0";"0";"0";"A";"I"
"423";"1";"1813";"US";"flag-us";"Creación: 2017-04-25 14:27:35";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"424";"1";"1206";"US";"flag-us";"Creación: 2017-04-25 14:32:23";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"425";"1";"1829";"US";"flag-us";"Creación: 2017-04-25 14:32:35";"300";"10000";"300";"10000";"0";"0";"0";"0";"0";"0";"A";"I"
"489";"2";"1800";"US";"flag-us";"Creación: 2017-06-01 05:15:04";"25";"8000";"15";"2000";"0";"0";"0";"0";"0";"0";"A";"N"
"430";"1";"1786";"US";"flag-us";"Creación: 2017-06-01 01:20:06";"30";"20000";"30";"20000";"0";"0";"0";"0";"0";"0";"A";"B"
"428";"1";"1877";"US";"flag-us";"Creación: 2017-04-25 14:57:27";"50";"15000";"50";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
"549";"2";"1641";"US";"flag-us";"Creaci&oacute;n: 2017-04-27 15:05:05";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"429";"1";"1909";"US";"flag-us";"Creaci&oacute;n: 2017-04-25 14:57:32";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"433";"1";"1231";"US";"flag-us";"Creación: 2017-04-25 15:18:03";"25";"10000";"15";"300";"0";"0";"0";"0";"0";"0";"A";"I"
"432";"1";"1407";"US";"flag-us";"Creación: 2017-06-01 20:25:11";"25";"3600";"15";"3600";"0";"0";"0";"0";"0";"0";"A";"I"
